coordinate: [-1.49660775  0.17048705 -0.40279918], label: 2, color: b, marker: +
coordinate: [-3.57635675 -1.1577285   0.5134772 ], label: 2, color: b, marker: +
coordinate: [0.54674559 1.40072451 0.37191686], label: 0, color: g, marker: _
coordinate: [-1.32600369  0.50573465  0.03331609], label: 2, color: b, marker: +
coordinate: [-1.00769595  0.6748769   0.09535825], label: 2, color: b, marker: +
coordinate: [ 5.65081142 -2.21055869 -1.3020967 ], label: 3, color: y, marker: _
coordinate: [-2.0097257  -0.83244673 -0.80722424], label: 2, color: b, marker: +
coordinate: [-3.273308    1.2454949   0.55772422], label: 2, color: b, marker: +
coordinate: [-0.15747647  5.41209613  1.90795357], label: 0, color: g, marker: +
coordinate: [ 3.00265492 -1.06336611 -0.53567885], label: 3, color: y, marker: _
coordinate: [ 1.58730918 -1.63897211 -0.61222975], label: 0, color: g, marker: _
coordinate: [-2.59513238 -1.07229116  0.47063387], label: 2, color: b, marker: +
coordinate: [-2.46886735  1.88980116  0.58178711], label: 2, color: b, marker: +
coordinate: [-1.36214634 -0.56654635  0.65274475], label: 2, color: b, marker: +
coordinate: [ 4.94537098 -1.05750975 -0.30592611], label: 3, color: y, marker: _
coordinate: [ 2.14047574  2.42667246 -0.25279699], label: 0, color: g, marker: _
coordinate: [-2.49096851  0.12327479 -0.10666326], label: 2, color: b, marker: +
coordinate: [-2.53003114  0.08354335  0.34306657], label: 2, color: b, marker: +
coordinate: [ 2.30896421  0.92889647 -0.25137714], label: 0, color: g, marker: _
coordinate: [ 3.71953769 -0.48712025 -0.37340309], label: 3, color: y, marker: _
coordinate: [-2.29212777 -0.0478498   0.49245864], label: 2, color: b, marker: +
coordinate: [-1.85613608 -0.21945216 -0.45520181], label: 2, color: b, marker: +
coordinate: [-2.20817915 -0.14295866  0.37491822], label: 2, color: b, marker: +
coordinate: [ 1.37481149 -1.63981637 -0.15065001], label: 0, color: g, marker: _
coordinate: [-0.84722675 -0.54216162 -0.94951098], label: 2, color: b, marker: +
coordinate: [-2.44681424 -0.28969093  0.33892057], label: 2, color: b, marker: +
coordinate: [ 0.2457721   0.68437084 -0.46715532], label: 0, color: g, marker: _
coordinate: [-0.70154683  3.10240668  0.49398552], label: 0, color: g, marker: +
coordinate: [-1.78639987  0.68339802  0.15926007], label: 2, color: b, marker: +
coordinate: [-2.25076601 -0.06527534  0.66520841], label: 2, color: b, marker: +
coordinate: [-2.96154296 -0.29221218 -0.3570807 ], label: 2, color: b, marker: +
coordinate: [-0.13970936  0.1098149  -0.8921709 ], label: 0, color: g, marker: +
coordinate: [-0.32524424  1.06232741 -0.43564092], label: 0, color: g, marker: +
coordinate: [ 3.10314561 -0.54434656 -1.1430899 ], label: 3, color: y, marker: _
coordinate: [-2.13441455 -0.10693539 -0.00344339], label: 2, color: b, marker: +
coordinate: [ 3.80005171  0.12595378 -1.46794582], label: 3, color: y, marker: _
coordinate: [-2.19237914 -0.0030767   0.5760004 ], label: 2, color: b, marker: +
coordinate: [-3.20750807 -0.94674599  1.2888532 ], label: 2, color: b, marker: +
coordinate: [-3.19839936 -0.88780447  0.22400308], label: 2, color: b, marker: +
coordinate: [-0.09545415  0.70694734 -0.46231424], label: 0, color: g, marker: _
coordinate: [ 0.1544574   0.34993014 -0.6040969 ], label: 0, color: g, marker: +
coordinate: [-2.3281284  -0.84483828  0.29349639], label: 2, color: b, marker: +
coordinate: [4.9842572  0.18884031 1.66547653], label: 3, color: y, marker: _
coordinate: [-0.15216263 -0.43616404 -0.08497178], label: 0, color: g, marker: +
coordinate: [-2.4714192   0.04771809  0.37929511], label: 2, color: b, marker: +
coordinate: [ 0.37426828  0.33470933 -0.84309157], label: 0, color: g, marker: _
coordinate: [ 4.13483562  0.16255085 -1.20351693], label: 3, color: y, marker: _
coordinate: [-1.44525271 -0.89979778 -0.16616164], label: 2, color: b, marker: +
coordinate: [-1.54264252 -1.20507813 -0.62732923], label: 2, color: b, marker: +
coordinate: [ 2.36809518  0.13425545 -1.06438431], label: 0, color: g, marker: _
coordinate: [-0.2017261  -0.19398454 -1.08390463], label: 0, color: g, marker: +
coordinate: [-0.20176223  0.75098554 -0.64513733], label: 0, color: g, marker: +
coordinate: [ 4.59107458  0.20310121 -0.45484015], label: 3, color: y, marker: _
coordinate: [ 0.28672117  2.39721208 -0.20495753], label: 0, color: g, marker: +
coordinate: [ 4.02265068 -2.01342355  0.89928621], label: 3, color: y, marker: _
coordinate: [ 3.84052359 -1.98499084 -0.86446075], label: 3, color: y, marker: _
coordinate: [-1.56851572  0.01519558  0.34954628], label: 2, color: b, marker: +
coordinate: [-2.25114697  1.45319586 -0.02276115], label: 2, color: b, marker: +
coordinate: [-1.30010691 -0.13366095 -0.6578871 ], label: 2, color: b, marker: +
coordinate: [-2.1427374   0.40228943  1.00774568], label: 2, color: b, marker: +
coordinate: [-1.2012668   0.51978242 -0.86637214], label: 2, color: b, marker: +
coordinate: [-1.59860838  1.10435595  0.21965278], label: 2, color: b, marker: +
coordinate: [-2.59533929 -0.79186906 -0.20679295], label: 2, color: b, marker: +
coordinate: [ 2.32942513  2.00678095 -0.65829169], label: 0, color: g, marker: _
coordinate: [-2.56274114 -1.37594679  0.32008235], label: 2, color: b, marker: +
coordinate: [6.23948662 1.53297544 0.74916398], label: 3, color: y, marker: _
coordinate: [ 8.7461899  -1.66517988 -0.07518657], label: 1, color: r, marker: _
coordinate: [-4.55129752 -0.58496095  1.36581204], label: 2, color: b, marker: +
coordinate: [-2.21402283 -0.78511783 -0.33390349], label: 2, color: b, marker: +
coordinate: [-1.39600161 -0.01650419 -0.53296288], label: 2, color: b, marker: +
coordinate: [ 2.95588169  4.52011774 -0.18502107], label: 0, color: g, marker: _
coordinate: [ 3.20777963 -0.57565658 -0.43176722], label: 3, color: y, marker: _
coordinate: [-3.12881889 -0.55516945  0.19904364], label: 2, color: b, marker: +
coordinate: [ 4.32848241 -1.74679325 -0.14104717], label: 3, color: y, marker: _
coordinate: [-1.8925576   0.93068352 -0.0593071 ], label: 2, color: b, marker: +
coordinate: [-0.67126668  1.42598033 -0.18170442], label: 0, color: g, marker: +
coordinate: [2.16862492 1.60888683 0.16585859], label: 0, color: g, marker: _
coordinate: [-3.63177843 -0.70014249  0.73535802], label: 2, color: b, marker: +
coordinate: [-2.21060892 -0.30932482 -0.09570791], label: 2, color: b, marker: +
coordinate: [-2.19898192 -0.4016262  -0.15869338], label: 2, color: b, marker: +
coordinate: [-2.01276367  0.06124088 -0.30986872], label: 2, color: b, marker: +
coordinate: [-0.3610708   1.24438139  0.05594274], label: 0, color: g, marker: +
coordinate: [-2.70493804 -1.15136879  0.28307397], label: 2, color: b, marker: +
coordinate: [-4.07428568  0.24488073  0.53932778], label: 2, color: b, marker: +
coordinate: [ 4.51949751 -1.606979    0.03096365], label: 3, color: y, marker: _
coordinate: [-1.88801899  1.95185583  1.00833956], label: 2, color: b, marker: +
coordinate: [-1.91575618 -1.25731102  1.06594511], label: 2, color: b, marker: +
coordinate: [ 2.24475062 -0.7919326  -0.25864726], label: 3, color: y, marker: _
coordinate: [5.32082387 0.11673276 0.02097521], label: 3, color: y, marker: _
coordinate: [7.23910272 0.4513452  0.7527138 ], label: 1, color: r, marker: _
coordinate: [ 7.66386071 -1.32042989  0.87536374], label: 1, color: r, marker: _
coordinate: [-3.06226592  0.24694679  0.4689363 ], label: 2, color: b, marker: +
coordinate: [ 5.53180924 -0.85650245 -0.98381759], label: 3, color: y, marker: _
coordinate: [-3.49615408 -0.33304178  0.69125001], label: 2, color: b, marker: +
coordinate: [-2.7398533  -1.75323666  0.47271429], label: 2, color: b, marker: +
coordinate: [-1.49941034  0.18581747 -0.54023637], label: 2, color: b, marker: +
coordinate: [0.64112389 1.08088997 0.42469892], label: 0, color: g, marker: _
coordinate: [-1.76751843 -0.02087133 -0.2848065 ], label: 2, color: b, marker: +
coordinate: [ 0.10598161  1.19096962 -0.463985  ], label: 0, color: g, marker: _
coordinate: [-1.82469049 -1.51439309 -0.27063978], label: 2, color: b, marker: +
coordinate: [-2.00143269 -0.28104844 -0.37295256], label: 2, color: b, marker: +
coordinate: [-2.87296744 -0.48762489 -0.3062861 ], label: 2, color: b, marker: +
coordinate: [ 0.64711059  1.67558099 -0.31808804], label: 0, color: g, marker: _
coordinate: [-1.44961032 -0.66242848 -0.17103578], label: 2, color: b, marker: +
coordinate: [-1.62637601 -0.39296031 -0.82343774], label: 2, color: b, marker: +
coordinate: [-2.57488989 -0.53730281  0.7952564 ], label: 2, color: b, marker: +
coordinate: [-1.8998935   0.35915717  0.37096961], label: 2, color: b, marker: +
coordinate: [ 4.6988164  -0.52645121  0.44471033], label: 3, color: y, marker: _
coordinate: [-1.75875639 -0.28171823  0.09901578], label: 2, color: b, marker: +
coordinate: [-1.23130004  0.93711854 -0.10088529], label: 2, color: b, marker: +
coordinate: [5.38967514 1.4449097  3.3674116 ], label: 3, color: y, marker: _
coordinate: [2.1547509  1.69981021 0.6040191 ], label: 0, color: g, marker: _
coordinate: [-1.51572273  0.85893391  0.29190917], label: 2, color: b, marker: +
coordinate: [ 5.14319272 -1.52125287 -0.49927204], label: 3, color: y, marker: _
coordinate: [-3.66194381 -0.56492783  0.42636681], label: 2, color: b, marker: +
coordinate: [-3.00370457 -0.74239301  0.20808844], label: 2, color: b, marker: +
coordinate: [-3.28896407  0.60227924  1.18471164], label: 2, color: b, marker: +
coordinate: [-0.13435418  1.88366169  0.63320526], label: 0, color: g, marker: +
coordinate: [ 8.90591379 -1.6785693  -0.54203877], label: 1, color: r, marker: _
coordinate: [ 5.27958032 -0.01409006 -0.81254743], label: 3, color: y, marker: _
coordinate: [-2.96136807  0.7709667   0.05450183], label: 2, color: b, marker: +
coordinate: [-1.20827694 -1.02178701 -0.90031299], label: 2, color: b, marker: +
coordinate: [-3.04798494 -0.4202762   0.70059603], label: 2, color: b, marker: +
coordinate: [-2.43724941 -0.5190729  -0.31853975], label: 2, color: b, marker: +
coordinate: [ 0.20632944 -0.30181178 -0.83917364], label: 0, color: g, marker: _
coordinate: [ 2.67805595 -1.23197128  0.63577638], label: 3, color: y, marker: _
coordinate: [-0.30183141  0.03714182 -0.41876616], label: 0, color: g, marker: +
coordinate: [-3.15112979  0.04187474  0.17432591], label: 2, color: b, marker: +
coordinate: [ 3.02663655  0.15237316 -0.5777827 ], label: 3, color: y, marker: _
coordinate: [ 0.25694476  0.63884164 -0.33027224], label: 0, color: g, marker: +
coordinate: [-2.01427496 -0.2524785  -0.57091513], label: 2, color: b, marker: +
coordinate: [-2.19326725  0.13087659  0.13532822], label: 2, color: b, marker: +
coordinate: [7.46287456 1.88282145 1.10867841], label: 1, color: r, marker: _
coordinate: [ 0.00202146  0.65567347 -0.65610995], label: 0, color: g, marker: +
coordinate: [-1.06125254  0.57396753  0.31100455], label: 2, color: b, marker: +
coordinate: [0.8488771  2.9817925  0.22210617], label: 0, color: g, marker: _
coordinate: [-1.30121507  0.45610523 -0.55603013], label: 2, color: b, marker: +
coordinate: [-2.78720334 -0.9322678  -0.41794806], label: 2, color: b, marker: +
coordinate: [-3.60378534 -0.6113588   0.1804677 ], label: 2, color: b, marker: +
coordinate: [-2.05673225 -0.41360008 -0.3422891 ], label: 2, color: b, marker: +
coordinate: [-1.66170907 -0.14091494 -0.24215019], label: 2, color: b, marker: +
coordinate: [-0.7631179   0.08968135 -0.27151742], label: 2, color: b, marker: +
coordinate: [-2.00893292 -0.21923193 -0.48328553], label: 2, color: b, marker: +
coordinate: [-3.25559956 -0.98442847 -0.0828865 ], label: 2, color: b, marker: +
coordinate: [-2.82240294 -1.51077925 -0.63319622], label: 2, color: b, marker: +
coordinate: [11.29465241 -0.65903074 -0.57942027], label: 1, color: r, marker: _
coordinate: [-1.36653698  0.26662942 -0.43338507], label: 2, color: b, marker: +
coordinate: [-2.26302232  0.79627707 -0.02404843], label: 2, color: b, marker: +
coordinate: [-2.64673151 -1.61703045  0.07429482], label: 2, color: b, marker: +
coordinate: [-0.18587192  0.23933323 -0.41104064], label: 0, color: g, marker: +
coordinate: [-0.20632587 -0.58948019  0.14020986], label: 0, color: g, marker: _
coordinate: [-1.74786526 -0.59159746 -0.79083149], label: 2, color: b, marker: +
coordinate: [-2.67093572  1.09438169  0.39653301], label: 2, color: b, marker: +
coordinate: [0.84591092 0.48756159 0.5457145 ], label: 0, color: g, marker: +
coordinate: [-1.69600738 -0.1814854  -0.35452489], label: 2, color: b, marker: +
coordinate: [-2.28291981  0.45657428  0.01584692], label: 2, color: b, marker: +
coordinate: [-2.60454339 -0.29103167  0.23628891], label: 2, color: b, marker: +
coordinate: [ 1.46112735 -1.48839135 -1.15510209], label: 0, color: g, marker: _
coordinate: [ 1.65911588 -0.71329425 -0.03946549], label: 0, color: g, marker: _
coordinate: [-2.89182217 -0.19440963  0.24753268], label: 2, color: b, marker: +
coordinate: [-2.98954296 -0.50648788  0.08963406], label: 2, color: b, marker: +
coordinate: [0.63179937 0.41533557 0.63289469], label: 0, color: g, marker: _
coordinate: [-1.15739268  1.07987962 -0.21988151], label: 2, color: b, marker: +
coordinate: [ 0.41011155 -0.48182142 -0.38569587], label: 0, color: g, marker: _
coordinate: [-1.71564792 -1.02406274  0.27400563], label: 2, color: b, marker: +
coordinate: [-2.09368036  0.9913515   0.63754219], label: 2, color: b, marker: +
coordinate: [-1.14877671 -0.19954026 -0.62812735], label: 2, color: b, marker: _
coordinate: [ 7.56852769 -3.71585769  0.92154583], label: 1, color: r, marker: _
coordinate: [ 7.88949889  1.12102662 -1.15215549], label: 1, color: r, marker: _
coordinate: [ 1.48806631  0.90260296 -0.68106678], label: 0, color: g, marker: _
coordinate: [3.68604803 1.00779563 0.39525637], label: 3, color: y, marker: _
coordinate: [-2.3772523   0.08284802  0.15384481], label: 2, color: b, marker: +
coordinate: [ 0.48299929  0.18878029 -0.48019723], label: 0, color: g, marker: _
coordinate: [-2.68540277 -0.06863542  0.00529815], label: 2, color: b, marker: +
coordinate: [ 2.77513607 -0.31109588 -1.13168195], label: 3, color: y, marker: _
coordinate: [ 0.28424974  1.71906535 -0.38087947], label: 0, color: g, marker: _
coordinate: [-2.34289098 -1.13017091  0.32493012], label: 2, color: b, marker: +
coordinate: [ 4.0659752  -1.81367628 -0.15195592], label: 3, color: y, marker: _
coordinate: [-3.42880768 -1.28708093  0.34912432], label: 2, color: b, marker: +
coordinate: [-0.90098405 -1.0052496  -0.81032026], label: 2, color: b, marker: +
coordinate: [-1.67803293  1.21404262 -0.33650601], label: 2, color: b, marker: +
coordinate: [-0.34131029  0.18550487 -0.10284768], label: 0, color: g, marker: +
coordinate: [0.66038093 2.63153333 0.39005341], label: 0, color: g, marker: _
coordinate: [ 6.92154289 -1.88483774  1.36378372], label: 1, color: r, marker: _
coordinate: [ 3.44814883 -1.92971224 -0.91812007], label: 3, color: y, marker: _
coordinate: [ 5.70219978 -0.30040991  0.12552203], label: 3, color: y, marker: _
coordinate: [-2.07006771 -0.148323   -0.05862358], label: 2, color: b, marker: +
coordinate: [-2.15900506 -0.43915174  0.34903404], label: 2, color: b, marker: +
coordinate: [ 2.8609024   0.09609383 -0.87391258], label: 3, color: y, marker: _
coordinate: [-2.17252165 -0.07833886  0.01190936], label: 2, color: b, marker: +
coordinate: [-2.33558729 -1.13977654 -0.12265547], label: 2, color: b, marker: +
coordinate: [-1.88302789 -0.20812201  0.41180381], label: 2, color: b, marker: +
coordinate: [-1.58634049  0.9333019   0.25343192], label: 2, color: b, marker: +
coordinate: [-0.94504768  0.40273057 -0.13754304], label: 2, color: b, marker: +
coordinate: [-2.8072994  -1.45066207 -0.16877702], label: 2, color: b, marker: +
coordinate: [-2.38327076 -1.7698252   0.11747482], label: 2, color: b, marker: +
coordinate: [-1.89797773  0.00842509 -0.63596375], label: 2, color: b, marker: +
coordinate: [-2.74368395 -0.51636235  0.15102472], label: 2, color: b, marker: +
coordinate: [-1.0590729  -0.01085923 -0.53260691], label: 2, color: b, marker: +
coordinate: [-3.64795565 -0.16058173  0.28802787], label: 2, color: b, marker: +
coordinate: [-1.51809411 -1.5575151   1.34305431], label: 2, color: b, marker: +
coordinate: [ 0.50785598  1.40124427 -0.62954848], label: 0, color: g, marker: _
coordinate: [-0.93783694 -0.75448402 -1.15570095], label: 2, color: b, marker: +
coordinate: [-0.09272819 -0.30346406 -0.07819545], label: 0, color: g, marker: +
coordinate: [ 0.37007819  1.00568858 -0.0141228 ], label: 0, color: g, marker: _
coordinate: [-1.21796668  0.31576839  0.41573809], label: 2, color: b, marker: +
coordinate: [-1.44298094 -0.10732282  0.18158608], label: 2, color: b, marker: +
coordinate: [ 3.46802966 -0.30376974  0.91550722], label: 3, color: y, marker: _
coordinate: [-3.79414644  0.05525464  1.1844165 ], label: 2, color: b, marker: +
coordinate: [-3.55629908 -0.39787523  0.55242312], label: 2, color: b, marker: +
coordinate: [2.00132737 4.59054953 0.09745984], label: 0, color: g, marker: _
coordinate: [ 4.61536884  0.63970099 -0.6449585 ], label: 3, color: y, marker: _
coordinate: [1.13671715 2.93491765 0.22068348], label: 0, color: g, marker: _
coordinate: [-2.21980353 -1.43474997 -1.11894674], label: 2, color: b, marker: +
coordinate: [ 4.01569431 -0.55938181 -1.18867934], label: 3, color: y, marker: _
coordinate: [-2.60355164 -0.84586859  0.97953677], label: 2, color: b, marker: +
coordinate: [-0.1070931  -0.17126989 -0.0770609 ], label: 0, color: g, marker: _
coordinate: [ 4.93933527 -0.92454534 -1.08519225], label: 3, color: y, marker: _
coordinate: [ 4.47291757  0.43137708 -1.13795999], label: 3, color: y, marker: _
coordinate: [ 4.24900964 -0.25850812 -0.5494888 ], label: 3, color: y, marker: _
coordinate: [-1.39398739 -0.85077642 -0.74842104], label: 2, color: b, marker: +
coordinate: [-2.20593205  0.15724854 -0.58298529], label: 2, color: b, marker: +
coordinate: [-3.14066727 -0.04394457  0.47899023], label: 2, color: b, marker: +
coordinate: [-2.06638975 -0.73685114  0.6786614 ], label: 2, color: b, marker: +
coordinate: [-2.81525083 -0.56837138 -0.17419417], label: 2, color: b, marker: +
coordinate: [ 0.1366762  -0.08814436 -1.38075774], label: 0, color: g, marker: +
coordinate: [-0.00924111  2.3608501   0.56906899], label: 0, color: g, marker: _
coordinate: [-1.88610565 -0.48069719 -0.78814708], label: 2, color: b, marker: +
coordinate: [-0.4043883  -0.52845121  0.71860875], label: 2, color: b, marker: +
